50.295,25.298
48.433,25.238
50.473,26.186
49.373,26.387
50.211,24.583
50.65,23.629
50.928,25.176
50.032,24.706
50.546,24.592
49.998,25.763
50.251,24.751
50.321,25.473
49.616,26.284
49.194,24.203
50.867,24.776
51.121,23.59
50.356,25.767
48.255,24.028
49.849,24.132
50.899,23.827
49.56,24.897
49.85,23.853
49.564,24.456
51.066,25.654
48.942,24.977
50.052,24.624
50.138,24.151
49.342,25.532
50.216,25.683
50.026,26.164
50.514,25.36
51.169,24.428
51.526,25.369
49.437,24.224
49.341,25.327
50.939,24.453
49.107,24.454
51.474,24.893
50.233,25.884
48.993,24.424
48.89,24.774
50.201,24.826
51.04,24.621
52.103,25.597
48.801,24.671
49.351,24.78
49.391,24.223
49.498,25.457
51.966,24.805
48.983,23.859
48.945,24.068
49.819,22.731
49.121,26.345
49.87,25.533
49.297,24.729
50.861,25.213
50.071,25.254
49.784,24.216
49.418,24.041
50.934,25.256
48.649,23.93
48.889,25.172
49.85,23.602
50.612,25.98
48.892,24.385
47.054,25.099
49.198,24.741
48.805,23.987
50.504,24.883
48.55,24.473
49.781,24.784
48.285,24.581
50.077,25.674
50.025,24.499
49.561,25.706
49.459,25.265
50.459,23.322
48.831,26.084
50.666,25.54
49.648,24.402
49.373,24.8
48.977,23.798
49.478,25.782
50.061,24.05
50.279,25.772
48.911,25.26
49.198,24.893
47.38,23.042
50.017,24.632
49.384,25.885
49.119,24.435
49.929,24.908
48.724,24.381
49.485,24.735
50.71,24.958
50.148,22.218
50.627,24.218
50.555,25.016
49.824,27.279
50.604,23.582
50.459,24.814
48.809,23.801
49.976,24.682
50.978,26.558
52.182,24.636
50.481,24.867
50.093,25.059
49.9,23.729
49.458,24.36
48.691,23.977
49.588,26.187
48.615,24.701
49.333,25.821
50.063,27.553
51.147,24.25
49.038,25.006
49.893,24.146
52.722,25.398
49.572,25.292
48.706,24.917
51.486,25.636
50.403,25.208
49.903,24.931
50.427,24.15
49.735,23.919
51.319,25.983
49.017,24.488
48.12,24.438
50.228,24.749
50.214,23.94
50.768,23.248
49.198,26.697
51.157,25.664
50.383,23.344
50.543,25.236
50.292,24.963
50.492,24.93
50.109,25.89
50.123,24.896
50.096,25.97
51.405,26.663
49.971,23.635
52.248,25.07
49.587,24.681
49.596,25.424
48.64,24.467
49.058,25.161
51.017,25.322
50.683,26.478
51.842,24.736
51.128,26.422
49.618,25.17
50.128,24.207
49.708,23.621
49.948,25.146
49.621,24.869
50.117,23.919
50.316,24.122
51.584,23.265
50.984,25.447
49.009,25.111
49.719,25.779
49.361,24.228
50.863,26.106
48.862,25.339
49.514,23.506
49.239,24.711
50.499,24.581
50.126,25.168
50.115,24.002
50.158,26.589
50.672,25.445
50.182,26.541
48.927,26.778
50.617,25.296
49.211,24.97
53.131,27.051
49.261,24.943
50.013,24.826
49.692,25.496
51.204,25.489
50.072,26.04
51.13,23.091
52.112,24.22
51.902,24.924
48.212,24.624
48.829,22.554
49.409,23.899
52.233,24.449
50.471,24.786
51.149,23.43
49.845,24.346
49.13,25.389
51.044,26.625
51.606,23.584
49.82,25.189
48.965,23.762
54.018,25.79
53.67,24.107
49.335,26.968
47.506,22.727
49.642,25.365
46.731,21.929
48.331,25.485
47.982,24.163
47.857,22.776
48.8,24.526
48.202,23.694
47.859,24.639
47.549,23.709
46.886,24.932
48.019,24.122
48.279,25.779
47.768,23.484
46.878,24.07
47.573,22.931
48.865,23.82
47.518,23.809
47.136,23.546
47.038,23.874
46.386,23.408
48.296,24.964
48.241,22.12
47.262,23.67
48.432,23.386
47.786,23.818
45.49,23.255
47.746,25.54
49.515,23.768
48.68,23.197
47.827,23.492
48.512,24.434
49.164,23.25
48.551,23.065
47.977,24.381
48.194,23.66
49.334,22.241
48.633,25.131
48.332,23.807
46.776,25.031
48.553,24.231
49.49,24.299
48.026,23.07
48.099,24.916
47.862,24.084
46.864,23.866
47.465,24.268
47.88,24.905
48.377,25.812
46.564,23.673
47.106,25.153
48.762,24.854
46.768,23.261
46.227,25.282
49.147,23.462
48.006,23.547
46.484,23.218
47.814,25.404
48.619,22.753
50.411,25.125
46.83,22.763
47.137,24.959
48.026,22.66
49.161,24.763
47.085,23.41
48.079,23.292
46.924,25.029
47.103,24.562
48.958,24.382
47.934,25.189
48.462,25.871
47.425,23.785
48.247,26.36
47.327,22.946
46.911,24.273
48.664,22.767
47.958,23.632
46.7,25.146
47.267,23.258
47.909,23.61
48.124,24.296
48.383,24.138
47.581,25.245
48.029,23.04
47.881,23.335
47.297,24.335
46.511,24.753
47.792,22.386
47.824,27.197
48.312,22.456
48.136,22.78
47.698,24.284
46.114,23.433
46.737,25.079
47.789,23.46
47.719,23.828
47.305,24.725
47.281,23.937
47.891,22.482
49.329,24.187
49.49,23.707
48.595,24.623
46.951,23.039
47.15,24.571
48.637,23.941
48.468,23.126
46.493,21.913
47.323,23.952
47.972,26.112
47.191,23.566
47.407,24.988
47.935,23.964
47.996,24.008
47.585,23.669
47.695,22.163
49.496,24.192
47.185,23.881
49.034,26.233
47.974,23.017
48.104,24.75
47.77,24.545
46.544,24.727
47.967,25.122
47.682,24.469
44.806,23.132
48.693,24.479
48.598,24.975
48.495,25.197
47.599,24.295
48.287,23.622
47.653,24.226
47.328,23.774
48.662,24.364
46.831,27.549
48.217,24.301
49.469,23.055
48.438,22.379
47.855,25.973
48.687,22.261
47.858,24.275
48.779,24.321
48.576,23.568
49.65,23.533
49.197,22.873
48.548,25.296
45.82,23.541
48.135,25.196
46.753,23.737
47.186,23.844
45.84,24.038
45.369,26.548
47.435,22.688
47.597,22.087
48.348,25.481
46.552,24.118
48.503,23.842
46.102,24.105
47.833,24.377
47.273,24.369
46.599,22.453
48.045,24.905
47.954,24.896
49.649,24.47
46.695,23.844
48.112,25.101
47.284,23.284
49.148,23.219
48.245,22.43
47.57,23.282
49.035,22.364
48.445,22.14
46.93,25.607
47.314,22.593
48.317,23.487
47.034,25.465
47.202,23.817
47.43,23.121
48.484,23.896
45.921,24.57
47.193,22.653
48.38,23.951
47.872,25.703
48.116,26.081
48.501,23.662
48.835,24.741
46.991,23.682
47.692,23.443
49.123,22.548
47.897,24.784
46.979,24.158
47.791,24.813
48.534,24.177
46.596,24.987
47.406,23.105
45.996,25.781
47.774,24.934
47.206,26.47
49.141,24.651
46.779,23.371
44.165,25.681
45.987,21.048
45.35,22.821
46.372,22.644
44.716,23.856
46.22,23.813
46.187,22.904
47.183,24.504
46.439,24.849
45.956,24.163
45.8,24.092
